date,ghi_total_kwh_m2,ghi_peak_w_m2,temperature_avg_c,cloud_cover_avg_pct,daylight_hours
2025-10-24,0.0,0.0,9.56875,47.5,0.0
2025-10-25,2.459,375.0,9.943229166666667,44.333333333333336,11.0
2025-10-26,0.107,25.0,9.984895833333333,98.04166666666667,10.0
2025-10-27,3.006,509.0,9.901562499999999,57.458333333333336,11.0
2025-10-28,2.815,458.0,9.016145833333333,29.583333333333332,11.0
2025-10-29,2.931,489.0,10.879687500000001,37.333333333333336,11.0
2025-10-30,2.513,423.0,11.986979166666666,40.416666666666664,11.0
